match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder,season
308,2,Mumbai Indians,Chennai Super Kings,5,4,RE Levi,SR Tendulkar,R Ashwin,0,0,0,0,0,0,0,0,0,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,5,5,RE Levi,SR Tendulkar,R Ashwin,0,0,0,0,0,0,1,0,1,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,5,6,SR Tendulkar,RE Levi,R Ashwin,0,0,0,0,0,0,0,0,0,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,6,1,RE Levi,SR Tendulkar,RA Jadeja,0,0,0,0,0,0,4,0,4,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,6,2,RE Levi,SR Tendulkar,RA Jadeja,0,0,0,0,0,0,6,0,6,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,6,3,RE Levi,SR Tendulkar,RA Jadeja,0,0,0,0,0,0,1,0,1,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,6,4,SR Tendulkar,RE Levi,RA Jadeja,0,0,0,0,0,0,1,0,1,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,6,5,RE Levi,SR Tendulkar,RA Jadeja,0,0,0,0,0,0,0,0,0,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,6,6,RE Levi,SR Tendulkar,RA Jadeja,0,0,0,0,0,0,4,0,4,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,7,1,SR Tendulkar,RE Levi,R Ashwin,0,0,0,0,0,0,1,0,1,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,7,2,RE Levi,SR Tendulkar,R Ashwin,0,0,0,0,0,0,0,0,0,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,7,3,RE Levi,SR Tendulkar,R Ashwin,0,0,0,0,0,0,0,0,0,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,7,4,RE Levi,SR Tendulkar,R Ashwin,0,0,0,0,0,0,0,0,0,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,7,5,RE Levi,SR Tendulkar,R Ashwin,0,0,0,0,0,0,6,0,6,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,7,6,RE Levi,SR Tendulkar,R Ashwin,0,0,0,0,0,0,1,0,1,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,8,1,RE Levi,SR Tendulkar,DJ Bravo,0,0,0,0,0,0,0,0,0,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,8,2,RE Levi,SR Tendulkar,DJ Bravo,0,0,0,2,0,0,0,2,2,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,8,3,RE Levi,SR Tendulkar,DJ Bravo,0,0,0,0,0,0,0,0,0,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,8,4,RE Levi,SR Tendulkar,DJ Bravo,0,0,0,0,0,0,6,0,6,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,8,5,RE Levi,SR Tendulkar,DJ Bravo,0,0,0,0,0,0,0,0,0,RE Levi,caught,DE Bollinger,2012
308,2,Mumbai Indians,Chennai Super Kings,8,6,RG Sharma,SR Tendulkar,DJ Bravo,0,0,0,0,0,0,0,0,0,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,9,1,SR Tendulkar,RG Sharma,DE Bollinger,0,0,0,0,0,0,1,0,1,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,9,2,RG Sharma,SR Tendulkar,DE Bollinger,0,0,0,0,0,0,0,0,0,,,,2012
308,2,Mumbai Indians,Chennai Super Kings,9,3,RG Sharma,SR Tendulkar,DE Bollinger,0,0,0,0,0,0,0,0,0,RG Sharma,caught,MS Dhoni,2012
308,2,Mumbai Indians,Chennai Super Kings,9,4,AT Rayudu,SR Tendulkar,DE Bollinger,0,0,0,0,0,0,1,0,1,,,,2012
